"Tag","petri_dish","population","family","common_garden","ID","gh_bench","gh_col","gh_row","Row_Field","Col_Field","z_RGR1","z_RGR2","z_RGR3","z_RGR4","z_ChlorA","z_ChlorB","z_gluc_Conc","z_flav_Conc","z_Leaf_Len","z_Leaf_Wid","z_TotalLeaf_Area","z_NumberOfLeaves","mortality"
"a|MSMID1-1-20|Q|366","a","MSMID1","1-20","Q","366",4,1,9,4,4,-0.985035024331476,-0.693551033176343,0.426683975774689,-0.431709624156036,-0.430154092173142,-0.567100161866721,-1.02255571889724,1.16648760917647,-1.05928528037566,-1.16885180668619,-0.954777699865815,-1.18306901078916,"1"
"a|MSMID1-1-20|Q|366","a","MSMID1","1-20","Q","366",4,1,9,4,4,-0.985035024331476,-0.693551033176343,0.426683975774689,-0.431709624156036,-0.886516199068404,-0.862941641075642,-0.455330002112395,0.239389890629602,0.376527519500848,0.757005590161022,-0.954777699865815,-1.18306901078916,"1"
"d|SMAKC1-B|N|442","d","SMAKC1","B","N","442",4,4,1,6,2,-1.5682811378489,-0.366890847830544,-1.08920804118796,1.19074591782849,-0.461333373485741,-0.459539712439934,-0.40907772592295,0.447359530867221,-1.45812216923025,-1.52549206536159,-0.157394767245339,0.112804254517106,"1"
"d|BWPEM1-9-0|Q|25","d","BWPEM1","9-0","Q","25",4,4,1,6,2,-0.0563277512691218,-1.97850753633339,2.10309640536157,-1.82290607093065,0,0,0,0,0,0,-1.22596437042136,-1.18306901078916,"1"
"e|JWBOY-2-80|Q|263","e","JWBOY1","2-80","Q","263",3,2,2,4,1,-1.37984777809711,-0.730267226376214,0.0476506255142425,0.949471664952005,0.558253377878212,0.219817271622343,2.34140790703512,1.57142684256476,-0.580681013750159,-1.24017985842127,0.114674289439994,0.112804254517106,"1"
"e|JWBOY-2-80|Q|263","e","JWBOY1","2-80","Q","263",3,2,2,4,1,-1.37984777809711,-0.730267226376214,0.0476506255142425,0.949471664952005,0.429470197844059,0.0930598677646809,0.127143717811831,-0.390362805098196,0.137225386188096,0.186381176280368,0.114674289439994,0.112804254517106,"1"
"b|BWPEM1-9-0|Q|4","b","BWPEM1","9-0","Q","4",3,2,2,4,1,-0.64854688191758,-1.02146081869111,0.805656980015353,0.243858283898128,0,0,0,0,-1.05928528037566,-0.954867651480941,-1.43832529899088,-1.18306901078916,"0"
"b|BWPEM1-9-0|Q|4","b","BWPEM1","9-0","Q","4",3,2,2,4,1,-0.64854688191758,-1.02146081869111,0.805656980015353,0.243858283898128,0,0,0,0,-0.660448391521077,-0.740883496275695,-1.43832529899088,-1.18306901078916,"0"
"b|CBMCK1-1-0|N|37","b","CBMCK1","1-0","N","37",3,4,13,2,4,-1.10168424703496,-0.104107282886523,-0.00720390646900004,0.158274209292883,-0.0667618091927189,0.243961095398178,0.837954797492485,1.72817751355378,-1.77719168031392,-2.09611647924225,-0.607411693438378,0.112804254517106,"0"
"b|CBMCK1-1-0|N|37","b","CBMCK1","1-0","N","37",3,4,13,2,4,-1.10168424703496,-0.104107282886523,-0.00720390646900004,0.158274209292883,-1.13142055552786,-0.930729242937722,-1.73285853180658,-1.35767944580672,0.0574580084171789,-0.0989310306599595,-0.607411693438378,0.112804254517106,"0"
"b|BWPEM1-9-0|Q|5","b","BWPEM1","9-0","Q","5",3,4,13,2,4,-0.893061598738344,-0.871876327876817,0.224524809499813,0.357666893745527,-0.672696453917718,-0.655503851490837,-1.27618083778222,-1.08817829217649,-0.102076747124656,-0.669555444540614,-0.877421849154201,0.112804254517106,"0"
"b|JARI1-1-80|Q|164","b","JARI1","1-80","Q","164",4,5,8,4,3,-0.996251295745273,-0.63959770823399,-2.73061977930039,0.925799474103746,-0.227670970577735,-0.0961332419920573,-1.14276081031267,-0.535082174585861,-1.45812216923025,-1.59682011709668,-1.8451053048242,0.112804254517106,"0"
"b|BWPEM1-9-0|Q|6","b","BWPEM1","9-0","Q","6",4,5,8,4,3,-0.374869859420944,-0.960450928088718,0.345820309264739,-1.96858109153532,0,0,0,0,0,0,-1.82686932480853,-1.18306901078916,"0"
"e|DVGM-20|Q|128","e","DVGM","20","Q","128",4,3,12,3,6,-0.946899701524568,-0.122483755959532,0.302371175020586,-4.3631142427246,2.62993154197229,1.92022712646321,3.71194925587951,1.65633345601715,-1.05928528037566,-0.669555444540614,-1.83892860191567,0.112804254517106,"0"
"b|BWPEM1-9-0|Q|8","b","BWPEM1","9-0","Q","8",4,3,12,3,6,-0.00473290276565758,-0.151886112876345,-0.416953380799271,-3.88967042575942,0,0,0,0,0,0,-2.17305881639625,-1.18306901078916,"0"
"b|KVEDG1-1-80|Q|278","b","KVEDG1","1-80","Q","278",3,2,18,9,4,-1.77914704042827,-1.22874743495464,-1.45731876186759,2.40166952660482,3.46413715476796,2.17684300609219,3.88958849245326,2.23830469721101,-0.819983147062911,-0.598227392805532,-0.691826633188314,-1.18306901078916,"0"
"b|KVEDG1-1-80|Q|278","b","KVEDG1","1-80","Q","278",3,2,18,9,4,-1.77914704042827,-1.22874743495464,-1.45731876186759,2.40166952660482,0.897358268302252,0.189551693275614,0.405928041876785,0.3837655086458,0.855131786126352,0.828333641896103,-0.691826633188314,-1.18306901078916,"0"
"b|MSMID1-1-20|Q|375","b","MSMID1","1-20","Q","375a",3,2,18,9,4,-1.28563109822122,0.200942170125418,0.445994702105424,0.167378898080675,0,0,0,0,0,0,-0.825066938786645,0.112804254517106,"0"
"e|DVGM-20|Q|127","e","DVGM","20","Q","127",4,6,16,8,4,-1.41573984662126,0.12008568860418,-0.463419816032601,0.296665478867321,0.493528065157354,-0.367305286922481,1.49006106508653,0.391328041018077,-1.697424302543,-1.24017985842127,-1.05066365930302,0.112804254517106,"1"
"e|DVGM-20|Q|127","e","DVGM","20","Q","127",4,6,16,8,4,-1.41573984662126,0.12008568860418,-0.463419816032601,0.296665478867321,0,0,0,0,-0.102076747124656,-0.312915185865205,-1.05066365930302,0.112804254517106,"1"
"b|KVEDG1-1-80|Q|279","b","KVEDG1","1-80","Q","279",4,6,16,8,4,-1.29684736963502,-0.657974181306999,0.763414766166871,-0.201360997824899,1.23628808486097,2.56368527381832,1.62221042562781,1.26755054178781,-1.697424302543,-1.31150791015635,-0.792124523274474,0.112804254517106,"1"
"b|KVEDG1-1-80|Q|279","b","KVEDG1","1-80","Q","279",4,6,16,8,4,-1.29684736963502,-0.657974181306999,0.763414766166871,-0.201360997824899,-0.897284802600724,-0.406874081010167,-1.52472328895408,-1.81143138814335,-0.500913635979242,-0.0276029789248778,-0.792124523274474,0.112804254517106,"1"
"d|KVEDG1-1-80|Q|294","d","KVEDG1","1-80","Q","294",3,2,17,9,4,-1.73203870049033,-0.396660734208818,0.866002999798898,0.427772997411525,0.266956401774772,0.0302995245039691,-0.323180641571122,0.568703800295121,-1.13905265814658,-1.16885180668619,-1.11654849032736,0.112804254517106,"1"
"d|KVEDG1-1-80|Q|294","d","KVEDG1","1-80","Q","294",3,2,17,9,4,-1.73203870049033,-0.396660734208818,0.866002999798898,0.427772997411525,0.680897273805983,0.729320321725473,1.15257192893498,0.403703093990895,-1.29858741368841,-1.24017985842127,-1.11654849032736,0.112804254517106,"1"
"b|MHBUR1-4-20|Q|343","b","MHBUR1","4-20","Q","343",3,2,17,9,4,-1.35517198098676,-0.306248486689616,-0.419970681788449,0.374055333563553,0.797297704861989,-0.0562398105427353,0.16348479196068,-0.40789413014302,-1.61765692477208,-1.16885180668619,-1.11096004483869,0.112804254517106,"1"
